cds,ad,media_voto,numero_superamenti
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N072] ECONOMIA DELLA GOVERNANCE GLOBALE,27.102564102564102,39
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F7601M005] MARKETING E COMUNICAZIONE DEL TURISMO,27,1
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N013] POLITICHE PER LO SVILUPPO RURALE,26.7,10
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N071] METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE,26.46875,32
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N074] GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI,26.444444444444443,9
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N001] INGLESE PER IL TURISMO,26.357142857142858,28
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5104P011] METODI NEURO-FUNZIONALI IN NEUROPSICOLOGIA E PSICOLOGIA CLINICA,30,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P073] PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO,30,2
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,30,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P004] COGNIZIONE SOCIALE,30,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,29.625,8
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,29.5,2
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P094] PSICOLOGIA SOCIALE DELLA RELIGIONE,29.5,2
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P126] PSICOBIOLOGIA DEL CICLO DI VITA,29.18095238095238,210
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P005] PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO,29,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P140] PSICOLOGIA E PSICOPATOLOGIA DELLO SVILUPPO DEL LINGUAGGIO,28.857142857142858,21
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P138] DALLA DIAGNOSI ALLA INDICAZIONE DEL TRATTAMENTO,28.193548387096776,31
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P139] PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO,27.896551724137932,116
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P121] NEUROPSICOLOGIA DELLO SVILUPPO,27.85,60
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P137] NORMALITA' E PATOLOGIA NELLE RELAZIONI FAMILIARI,27.603174603174605,126
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P006] PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA,27.272727272727273,11
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5104P006] COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO,27,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P072] TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO,27,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,26.666666666666668,3
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P017] PSICOLOGIA DEI CONSUMI,24,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P145] LABORATORIO: METODI E TECNICHE DI INTERVENTO PER LA PROMOZIONE DEL BENESSERE,,8
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P144] LABORATORIO: NEUROSCIENZE COGNITIVE APPLICATE,,39
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P143] LABORATORIO: METODI STRUMENTALI NELLE NEUROSCIENZE COGNITIVE,,22
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P141] LABORATORIO: STRUMENTI DI VALUTAZIONE DELLE COMPETENZE E DEI DISTURBI COGNITIVI DELLO SVILUPPO,,24
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P132] LABORATORIO: MEDIAZIONE FAMILIARE,,55
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P131] LABORATORIO: DEONTOLOGIA E RESPONSABILITA' DELLO PSICOLOGO IN AMBITO SANITARIO,,40
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P130] LABORATORIO: MINDFULNESS NELLA PROMOZIONE DEL BENESSERE,,70
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P129] LABORATORIO: LA VALUTAZIONE DEL FUNZIONAMENTO RELAZIONALE,,33
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P128] LABORATORIO: EMOZIONI E QUALITA' DELLE RELAZIONI,,28
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P110] LABORATORIO: STRUMENTI DI VALUTAZIONE DELLE COMPETENZE E DEI DISTURBI LINGUISTICI,,12
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P109] LABORATORIO: INTERVENTI RESIDENZIALI IN COMUNITA' TERAPEUTICHE PER ADULTI E MINORI,,76
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P108] LABORATORIO: INTERVISTE CLINICHE PER LA DIAGNOSI DI PERSONALITA' PATOLOGICA,,64
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P039] LABORATORIO: LA VALUTAZIONE DIAGNOSTICA IN ETÀ EVOLUTIVA,,41
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F8501R022] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,30,2
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P095] LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI,30,36
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,30,13
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P019] PSICOLOGIA DELLE CONDOTTE FINANZIARIE,29.20689655172414,58
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P016] ATTEGGIAMENTI E OPINIONI,29.133333333333333,15
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P014] PROCESSI MOTIVAZIONALI E DECISION MAKING,29.055555555555557,18
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,29.03448275862069,29
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P007] PSICOSOCIOLOGIA DEI GRUPPI E DELLE ORGANIZZAZIONI,28.959183673469386,98
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P012] COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE,28.742424242424242,66
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P005] PSICOLOGIA DEL PENSIERO E DEI PROCESSI DECISIONALI: CORSO AVANZATO,28.582089552238806,67
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P004] COGNIZIONE SOCIALE,28.555555555555557,9
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P020] STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI,28.32,25
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P001] PSICOLOGIA SOCIALE : CORSO AVANZATO,28.07843137254902,102
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5701R002] METODOLOGIA DELLA FORMAZIONE,28,1
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,27.944444444444443,18
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P094] PSICOLOGIA SOCIALE DELLA RELIGIONE,27.833333333333332,6
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5701R006] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,27.75,4
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI","[F5102P002] CONSULENZA, INTERVENTO, E SVILUPPO ORGANIZZATIVO",27.56338028169014,71
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P017] PSICOLOGIA DEI CONSUMI,27.318181818181817,44
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P003] METODOLOGIE QUALITATIVE,26.444444444444443,45
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P006] METODOLOGIE QUANTITATIVE,26.272727272727273,88
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F0101R067] CULTURE E SOCIETA' DELLA CINA,26,1
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P062] LABORATORIO Metodi e tecniche di intervento per la promozione del benessere,,28
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI","[F5102P061] LABORATORIO Buone pratiche di integrazione dei/con i cittadini migranti: una analisi presso le istituzioni scolastiche, sanitarie e socio assistenziali a Milano",,30
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P011] LABORATORIO DI METODOLOGIA,,94
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,30,1
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P004] COGNIZIONE SOCIALE,30,1
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P073] PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO,28.83783783783784,74
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,28.5,2
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P062] ECOLOGIA DELLO SVILUPPO,28.346938775510203,49
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P005] PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO,28.279411764705884,68
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P065] PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI,28.066666666666666,15
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P076] PEDAGOGIA GENERALE E ORGANIZZAZIONE SCOLASTICA,27.897058823529413,68
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P012] PEDAGOGIA INTERCULTURALE E DELLA COOPERAZIONE,27.805555555555557,36
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5104P006] COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO,27.8,5
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P009] PSICODINAMICA E ASSESSMENT DELLA GENITORIALITA',27.6,10
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5104P009] FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO,27.583333333333332,12
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,27.5,56
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5101P139] PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO,27.5,6
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P006] PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA,26.87878787878788,66
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P003] PSICOLOGIA DELLO SVILUPPO COGNITIVO,26.605263157894736,76
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P072] TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO,26.11111111111111,81
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P066] NEUROPSICOLOGIA DELLO SVILUPPO,24.907692307692308,65
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P002] METODI DI RICERCA E VALUTAZIONE IN PSICOLOGIA DELLO SVILUPPO,24.53488372093023,86
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P078] PSICHIATRIA E NEUROPSICHIATRIA INFANTILE,24.363636363636363,11
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P077] LABORATORIO DI MEDIAZIONE FAMILIARE,,19
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P074] LABORATORIO: LA VALUTAZIONE DIAGNOSTICA IN ETA' EVOLUTIVA,,17
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P063] LABORATORIO DI STRUMENTI DI VALUTAZIONE DELLE COMPETENZE E DEI DISTURBI COGNITIVI,,16
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P060] LABORATORIO DI STRUMENTI DI VALUTAZIONE DELLE COMPETENZE E DEI DISTURBI LINGUISTICI,,68
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P048] LABORATORIO DI METODI DI CONSULTAZIONE E ORIENTAMENTO NEI CONTESTI SCOLASTICI,,54
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P041] LABORATORIO DI NEUROPSICHIATRIA INFANTILE,,48
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P018] LABORATORIO: STRUMENTI DI VALUTAZIONE DELLE RELAZIONI NEI CONTESTI EDUCATIVI,,25
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,30,1
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5103P005] PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO,30,1
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,30,1
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P006] COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO,29.11111111111111,90
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P009] FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO,28.682926829268293,82
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P008] DALLA DIAGNOSI ALLE INDICAZIONI AL TRATTAMENTO CLINICO,28.606060606060606,66
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P012] NEUROLINGUISTICA,28.17241379310345,29
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P001] ANALISI MULTIVARIATA DEI DATI,27.74404761904762,168
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P011] METODI NEURO-FUNZIONALI IN NEUROPSICOLOGIA E PSICOLOGIA CLINICA,27.451612903225808,31
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P010] PSICHIATRIA E NEUROPSICHIATRIA INFANTILE,27.310344827586206,29
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P004] PSICODIAGNOSTICA CLINICA,27.226519337016576,181
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P013] NEUROSCIENZE COGNITIVE DEI PROCESSI SOCIALI E AFFETTIVI,27.18918918918919,37
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P005] PSICOLOGIA CLINICA,26.86178861788618,123
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P003] ORIGINI E SVILUPPO DELLA MENTE UMANA,26.343023255813954,172
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P002] NEUROPSICOLOGIA DELL'ADULTO E DELL'ANZIANO,25.888324873096447,197
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5102P094] PSICOLOGIA SOCIALE DELLA RELIGIONE,25,1
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5103P006] PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA,23,1
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q034] SCIENZA DEI METALLI,30,1
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q028] ELETTRONICA E FOTONICA MOLECOLARE,30,1
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q011] INTERAZIONE RADIAZIONE IONIZZANTE-MATERIA,30,1
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q015] CHIMICA E TECNOLOGIA DEI POLIMERI,29.6,5
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q049] FISICA DEI DIELETTRICI,29.46153846153846,13
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q031] CHIMICA DEI MATERIALI MOLECOLARI,29.3,10
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q023] CARATTERIZZAZIONE FISICA DEI MATERIALI CON LABORATORIO,29.263157894736842,19
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q029] CHIMICA FISICA DELLO STATO SOLIDO E DELLE SUPERFICI,29.22222222222222,9
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q030] CHIMICA DEI MATERIALI INORGANICI,29,5
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q026] FISICA DEI SEMICONDUTTORI,29,5
[F5301Q] SCIENZA DEI MATERIALI,[F5401Q054] CHIMICA DELLE FORMULAZIONI,28.5,2
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q001] FISICA DELLO STATO SOLIDO,28.5,2
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q024] TERMODINAMICA E CINETICA DEI MATERIALI,28.11111111111111,18
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q036] TERMODINAMICA STATISTICA DEI MATERIALI,28,5
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q032] NANOTECNOLOGIE,28,10
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q013] SINTESI E TECNICHE SPECIALI DI MATERIALI ORGANICI,28,4
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q033] MATERIALI E DISPOSITIVI PER L'ENERGIA,26.8,10
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q008] ANALISI FUNZIONALE,26.58823529411765,17
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q025] CHIMICA FISICA APPLICATA CON LABORATORIO,25.142857142857142,7
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q051] CHIMICA DEI MATERIALI MOLECOLARI,30,4
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q046] PROCESSI A BASSO IMPATTO AMBIENTALE,30,1
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q042] CHIMICA DEI MATERIALI INORGANICI,30,1
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q033] SINTESI E TECNICHE SPECIALI ORGANICHE DEI MATERIALI,30,8
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F0802Q050] NANOBIOTECNOLOGIE,30,1
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q049] CHIMICA DELLE ACQUE,29.375,8
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q054] CHIMICA DELLE FORMULAZIONI,29.2,10
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q053] TERMODINAMICA DI NON EQUILIBRIO,29,1
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q032] FOTOCHIMICA,29,5
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q034] CHIMICA MACROMOLECOLARE,28.859649122807017,57
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q055] BIOTECNOLOGIE INDUSTRIALI PER LA PRODUZIONE DI PRODOTTI CHIMICI E BIOENERGIE,28.8,5
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F7501Q049] CHIMICA DELL'ATMOSFERA,28.5,4
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q019] CHIMICA ORGANICA SUPERIORE,28.36842105263158,19
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q026] MODELLISTICA MOLECOLARE,28.363636363636363,11
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q017] CHIMICA DI COORDINAZIONE E METALLORGANICA,28.296296296296298,27
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q023] CHIMICA BIOINORGANICA,28.23076923076923,13
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q039] CHIMICA ORGANICA FARMACEUTICA,28.22222222222222,9
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q043] STRUTTURE E INTERAZIONI MOLECOLARI,28,1
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q027] CHIMICA FISICA SUPERIORE,27.90909090909091,22
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q048] CHIMICA AMBIENTALE,27.866666666666667,15
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q044] ANALISI DI BIOMOLECOLE,27.833333333333332,6
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q024] METODOLOGIE MODERNE DI SINTESI ORGANICA E ORGANOMETALLICA,27.6,10
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q056] CHIMICA ORGANICA PER SCIENZE DELLA VITA,27.5,30
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q018] CHEMIOMETRIA,27.5,28
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q028] SPETTROSCOPIA E SINTESI DI COMPOSTI INORGANICI,27.181818181818183,11
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q035] TERMODINAMICA E CINETICA DEI MATERIALI,25,1
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M004] GLOBAL MACROECONOMICS,30,3
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M016] LABOUR MARKETS,29.166666666666668,6
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M010] THE CORPORATE STRATEGY: THE STRATEGIC ANALYSIS IN A COMPETITIVE ENVIRONMENT,29.142857142857142,14
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M008] FOUNDATIONS OF INTERNATIONAL ECONOMIC LAW,29.08,25
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M015] THE ECONOMICS AND HISTORY OF EUROPEAN INTEGRATION,29.076923076923077,13
