cds,ad,media_voto
[F1701Q] FISICA,[F5801Q045] COSMOLOGIA,29.333333333333332
[F1701Q] FISICA,[F1701Q098] METODI MATEMATICI DELLA FISICA,29.333333333333332
[F1701Q] FISICA,[F1701Q096] ANALISI STATISTICA DEI DATI,29.333333333333332
[F1701Q] FISICA,[F5301Q017] DISPOSITIVI ELETTRONICI,29.25
[F1701Q] FISICA,[F7501Q077] FISICA DELL'ATMOSFERA,29
[F1701Q] FISICA,[F5801Q018] ASTRONOMIA EXTRAGALATTICA,29
[F1701Q] FISICA,[F1701Q138] RADIAZIONI ELETTROMAGNETICHE NON IONIZZANTI,29
[F1701Q] FISICA,[F1701Q106] RADIOATTIVITA',29
[F1701Q] FISICA,[F1701Q103] FISICA DELLE SUPERFICI,29
[F1701Q] FISICA,[F1701Q091] FISICA DEI PLASMI II,29
[F1701Q] FISICA,[F0802Q050] NANOBIOTECNOLOGIE,29
[F1701Q] FISICA,[F1701Q080] FISICA TEORICA I,28.846153846153847
[F1701Q] FISICA,[F1701Q090] FISICA DEI PLASMI I,28.8
[F1701Q] FISICA,[F1701Q100] FISICA TEORICA II,28.77777777777778
[F1701Q] FISICA,[F1701Q097] FISICA DELLO STATO SOLIDO,28.76923076923077
[F1701Q] FISICA,[F5301Q033] MATERIALI E DISPOSITIVI PER L'ENERGIA,28.6
[F1701Q] FISICA,[F1701Q135] TEORIA QUANTISTICA DEI CAMPI I,28.5
[F1701Q] FISICA,[F1701Q134] TEORIA QUANTISTICA DEI CAMPI II,28.5
[F1701Q] FISICA,[F1701Q110] SPETTROSCOPIA OTTICA DELLO STATO SOLIDO,28.5
[F1701Q] FISICA,[F1701Q081] MECCANICA STATISTICA,28.384615384615383
[F1701Q] FISICA,[F1701Q088] RIVELATORI DI RADIAZIONI,28.333333333333332
[F1701Q] FISICA,[F1701Q094] ENERGETICA,28.11111111111111
[F1701Q] FISICA,[F5301Q035] SUPERFICI E INTERFACCE,28
[F1701Q] FISICA,[F4001Q064] APPROSSIMAZIONE DI EQUAZIONI DIFFERENZIALI,28
[F1701Q] FISICA,[F1701Q083] TERMODINAMICA STATISTICA COMPUTAZIONALE DEI SOLIDI,28
[F1701Q] FISICA,[F0601Q062] NEUROSCIENZE,28
[F1701Q] FISICA,[F0601Q054] FISIOLOGIA CELLULARE,28
[F1701Q] FISICA,[F5301Q032] NANOTECNOLOGIE,27
[F1701Q] FISICA,[F1701Q107] TEORIA DELLA MATERIA CONDENSATA I,27
[F1701Q] FISICA,[F5301Q034] SCIENZA DEI METALLI,26.5
[F1701Q] FISICA,[F1701Q116] ELETTRONICA,25.4
[F1701Q] FISICA,[F4001Q094] METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO,
[F1701Q] FISICA,[F1701Q104] METODI SPERIMENTALI IN FISICA DELLE ALTE ENERGIE,
[F1801Q] INFORMATICA,[F1801Q126] LABORATORIO DI INTERACTION DESIGN,30
[F1801Q] INFORMATICA,[F1801Q114] UBIQUITOUS E CONTEXT-AWARE COMPUTING,30
[F1801Q] INFORMATICA,[F1801Q109] BIOLOGIA COMPUTAZIONALE,30
[F1801Q] INFORMATICA,[F1801Q108] BIOINFORMATICA,30
[F1801Q] INFORMATICA,[F1801Q107] SISTEMI COMPLESSI: MODELLI E SIMULAZIONE,30
[F1801Q] INFORMATICA,[F1801Q104] DATA ANALYTICS,29.785714285714285
[F1801Q] INFORMATICA,[F1801Q139] INFORMATICA INDUSTRIALE,29.782608695652176
[F1801Q] INFORMATICA,[F1801Q128] METODI DEL CALCOLO SCIENTIFICO,29.686274509803923
[F1801Q] INFORMATICA,[F1801Q116] EVOLUZIONE DEI SISTEMI SOFTWARE E REVERSE ENGINEERING,29.666666666666668
[F1801Q] INFORMATICA,[F1801Q106] INTELLIGENZA ARTIFICIALE,29.666666666666668
[F1801Q] INFORMATICA,[F1801Q113] PROCESSO E SVILUPPO,29.625
[F1801Q] INFORMATICA,[F1801Q137] LABORATORIO DI PROGETTAZIONE,29.591836734693878
[F1801Q] INFORMATICA,[F1801Q111] GESTIONE DELLA CONOSCENZA,29.428571428571427
[F1801Q] INFORMATICA,[F1801Q117] SISTEMI DI CALCOLO PARALLELO,29.333333333333332
[F1801Q] INFORMATICA,[F1801Q115] QUALITA' DEL SOFTWARE,29.323529411764707
[F1801Q] INFORMATICA,[F1801Q134] APPRENDIMENTO AUTOMATICO,29.20967741935484
[F1801Q] INFORMATICA,[F1801Q142] SCIENZA DEI SERVIZI,29.166666666666668
[F1801Q] INFORMATICA,[F1801Q141] FONDAMENTI LOGICO MATEMATICI DELL'INFORMATICA,29
[F1801Q] INFORMATICA,[F1801Q136] INFORMATICA PER L'ORGANIZZAZIONE,29
[F1801Q] INFORMATICA,[F1801Q125] SISTEMI COMPLESSI E INCERTI,29
[F1801Q] INFORMATICA,[F1801Q103] SISTEMI INFORMATIVI,29
[F1801Q] INFORMATICA,[F1801Q121] DATA WAREHOUSE,28.666666666666668
[F1801Q] INFORMATICA,[F1801Q130] ARCHITETTURE DEL SOFTWARE E DEI DATI,28.445652173913043
[F1801Q] INFORMATICA,[F1801Q119] IMAGING DIGITALE,28.416666666666668
[F1801Q] INFORMATICA,[F1801Q120] INFORMATICA GRAFICA,28.363636363636363
[F1801Q] INFORMATICA,[F1801Q105] DATA AND TEXT MINING,28.09090909090909
[F1801Q] INFORMATICA,[F1801Q123] SICUREZZA INFORMATICA,28
[F1801Q] INFORMATICA,[F1801Q127] MODELLI PROBABILISTICI PER LE DECISIONI,27.96
[F1801Q] INFORMATICA,[F1801Q129] SISTEMI E SERVIZI DI TELECOMUNICAZIONE,27.934782608695652
[F1801Q] INFORMATICA,[F1801Q110] INFORMATION RETRIEVAL,27.77777777777778
[F1801Q] INFORMATICA,[F1801Q124] TECNOLOGIE ED APPLICAZIONI DEI SISTEMI DISTRIBUITI,27.5
[F1801Q] INFORMATICA,[F1801Q138] PERCEZIONE E ROBOTICA,27.4
[F1801Q] INFORMATICA,[F1801Q132] MODELLI E COMPUTAZIONE,27.012820512820515
[F1801Q] INFORMATICA,[F1801Q122] TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA,26.333333333333332
[F4001Q] MATEMATICA,[F8801N045] GENERI E GENERAZIONI,30
[F4001Q] MATEMATICA,[F8203B006] BASI DI DATI,30
[F4001Q] MATEMATICA,[F4001Q098] GEOMETRIA SIMPLETTICA,30
[F4001Q] MATEMATICA,[F4001Q095] METODI MATEMATICI PER L?ANALISI ECONOMICA ? OTTIMIZZAZIONE E ANALISI CONVESSA,30
[F4001Q] MATEMATICA,[F4001Q071] GEOMETRIA DIFFERENZIALE,30
[F4001Q] MATEMATICA,[F1801Q141] FONDAMENTI LOGICO MATEMATICI DELL'INFORMATICA,30
[F4001Q] MATEMATICA,[F4001Q084] MATEMATICA ELEMENTARE,29.6
[F4001Q] MATEMATICA,[F4001Q099] GEOMETRIA SIMPLETTICA,29.555555555555557
[F4001Q] MATEMATICA,[F4001Q075] ANALISI FUNZIONALE,29.333333333333332
[F4001Q] MATEMATICA,[F4001Q096] STORIA DELLA MATEMATICA,29.25
[F4001Q] MATEMATICA,[F4001Q064] APPROSSIMAZIONE DI EQUAZIONI DIFFERENZIALI,29.0625
[F4001Q] MATEMATICA,[F4001Q078] MECCANICA SUPERIORE,28.75
[F4001Q] MATEMATICA,[F4001Q082] TEORIA GEOMETRICA DEI GRUPPI,28.666666666666668
[F4001Q] MATEMATICA,[F4001Q094] METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO,28.5
[F4001Q] MATEMATICA,[F4001Q080] MODELLAZIONE GEOMETRICA E GRAFICA COMPUTAZIONALE,28.5
[F4001Q] MATEMATICA,[F4001Q072] TEORIA DELLE RAPPRESENTAZIONI,28.428571428571427
[F4001Q] MATEMATICA,[F4001Q087] METODI MATEMATICI PER LA FISICA MODERNA,28.25
[F4001Q] MATEMATICA,[F4001Q055] ANALISI SUPERIORE,28.22222222222222
[F4001Q] MATEMATICA,[F4001Q076] ANALISI REALE ED EQUAZIONI DIFFERENZIALI,27.666666666666668
[F4001Q] MATEMATICA,[F4001Q033] PREPARAZIONE DI ESPERIENZE DIDATTICHE,27.666666666666668
[F4001Q] MATEMATICA,[F4001Q059] PROCESSI STOCASTICI,27.625
[F4001Q] MATEMATICA,[F4001Q081] MODELLI E METODI DI APPROSSIMAZIONE,27.571428571428573
[F4001Q] MATEMATICA,[F8801N046] SOCIOLOGIA DELL'INNOVAZIONE,27
[F4001Q] MATEMATICA,[F4001Q065] CALCOLO SCIENTIFICO,27
[F4001Q] MATEMATICA,[F4001Q063] METODI DELLA FISICA MATEMATICA,27
[F4001Q] MATEMATICA,[F4001Q073] TEORIA DEI NUMERI E CRITTOGRAFIA,26.88888888888889
[F4001Q] MATEMATICA,[F4001Q083] ARGOMENTI DI GEOMETRIA E TOPOLOGIA,26.857142857142858
[F4001Q] MATEMATICA,[F4001Q090] COMBINATORICA ALGEBRICA,26.5
[F4001Q] MATEMATICA,[F4001Q079] GEOMETRIA E FISICA,26.4
[F4001Q] MATEMATICA,[F4001Q074] ANALISI ARMONICA,26
[F4001Q] MATEMATICA,[F4001Q056] CALCOLO DELLE VARIAZIONI,
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F8801N042] GEOGRAFIA POLITICA,30
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N050] TURISMO E SVILUPPO LOCALE,29.083333333333332
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N069] MEDIA E TURISMO,29
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N003] COMUNICAZIONE PER IL TURISMO,28.6875
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N076] MANAGEMENT PER LE IMPRESE TURISTICHE,28.647058823529413
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N067] ELEMENTI DI DIRITTO INTERNAZIONALE,28.23076923076923
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N073] MARKETING URBANO,28.227272727272727
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N075] ECOLOGIA,28.181818181818183
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N015] RELAZIONI INTERCULTURALI,28
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N004] STORIA DELLE POLITICHE CULTURALI,27.885714285714286
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N070] DEMOGRAFIA INTERNAZIONALE,27.608695652173914
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N066] TURISTI E SCENARI TURISTICI,27.473684210526315
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N009] GEOGRAFIA,27.204545454545453
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N072] ECONOMIA DELLA GOVERNANCE GLOBALE,27.102564102564102
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F7601M005] MARKETING E COMUNICAZIONE DEL TURISMO,27
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N013] POLITICHE PER LO SVILUPPO RURALE,26.7
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N071] METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE,26.46875
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N074] GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI,26.444444444444443
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N001] INGLESE PER IL TURISMO,26.357142857142858
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5104P011] METODI NEURO-FUNZIONALI IN NEUROPSICOLOGIA E PSICOLOGIA CLINICA,30
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P073] PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO,30
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,30
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P004] COGNIZIONE SOCIALE,30
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,29.625
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,29.5
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P094] PSICOLOGIA SOCIALE DELLA RELIGIONE,29.5
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P126] PSICOBIOLOGIA DEL CICLO DI VITA,29.18095238095238
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P005] PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO,29
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P140] PSICOLOGIA E PSICOPATOLOGIA DELLO SVILUPPO DEL LINGUAGGIO,28.857142857142858
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P138] DALLA DIAGNOSI ALLA INDICAZIONE DEL TRATTAMENTO,28.193548387096776
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P139] PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO,27.896551724137932
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P121] NEUROPSICOLOGIA DELLO SVILUPPO,27.85
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P137] NORMALITA' E PATOLOGIA NELLE RELAZIONI FAMILIARI,27.603174603174605
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P006] PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA,27.272727272727273
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5104P006] COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO,27
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P072] TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO,27
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,26.666666666666668
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P017] PSICOLOGIA DEI CONSUMI,24
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P145] LABORATORIO: METODI E TECNICHE DI INTERVENTO PER LA PROMOZIONE DEL BENESSERE,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P144] LABORATORIO: NEUROSCIENZE COGNITIVE APPLICATE,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P143] LABORATORIO: METODI STRUMENTALI NELLE NEUROSCIENZE COGNITIVE,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P141] LABORATORIO: STRUMENTI DI VALUTAZIONE DELLE COMPETENZE E DEI DISTURBI COGNITIVI DELLO SVILUPPO,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P132] LABORATORIO: MEDIAZIONE FAMILIARE,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P131] LABORATORIO: DEONTOLOGIA E RESPONSABILITA' DELLO PSICOLOGO IN AMBITO SANITARIO,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P130] LABORATORIO: MINDFULNESS NELLA PROMOZIONE DEL BENESSERE,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P129] LABORATORIO: LA VALUTAZIONE DEL FUNZIONAMENTO RELAZIONALE,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P128] LABORATORIO: EMOZIONI E QUALITA' DELLE RELAZIONI,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P110] LABORATORIO: STRUMENTI DI VALUTAZIONE DELLE COMPETENZE E DEI DISTURBI LINGUISTICI,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P109] LABORATORIO: INTERVENTI RESIDENZIALI IN COMUNITA' TERAPEUTICHE PER ADULTI E MINORI,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P108] LABORATORIO: INTERVISTE CLINICHE PER LA DIAGNOSI DI PERSONALITA' PATOLOGICA,
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5101P039] LABORATORIO: LA VALUTAZIONE DIAGNOSTICA IN ETÀ EVOLUTIVA,
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F8501R022] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,30
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P095] LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI,30
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,30
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P019] PSICOLOGIA DELLE CONDOTTE FINANZIARIE,29.20689655172414
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P016] ATTEGGIAMENTI E OPINIONI,29.133333333333333
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P014] PROCESSI MOTIVAZIONALI E DECISION MAKING,29.055555555555557
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,29.03448275862069
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P007] PSICOSOCIOLOGIA DEI GRUPPI E DELLE ORGANIZZAZIONI,28.959183673469386
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P012] COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE,28.742424242424242
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P005] PSICOLOGIA DEL PENSIERO E DEI PROCESSI DECISIONALI: CORSO AVANZATO,28.582089552238806
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P004] COGNIZIONE SOCIALE,28.555555555555557
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P020] STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI,28.32
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P001] PSICOLOGIA SOCIALE : CORSO AVANZATO,28.07843137254902
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5701R002] METODOLOGIA DELLA FORMAZIONE,28
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,27.944444444444443
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P094] PSICOLOGIA SOCIALE DELLA RELIGIONE,27.833333333333332
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5701R006] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,27.75
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI","[F5102P002] CONSULENZA, INTERVENTO, E SVILUPPO ORGANIZZATIVO",27.56338028169014
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P017] PSICOLOGIA DEI CONSUMI,27.318181818181817
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P003] METODOLOGIE QUALITATIVE,26.444444444444443
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P006] METODOLOGIE QUANTITATIVE,26.272727272727273
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F0101R067] CULTURE E SOCIETA' DELLA CINA,26
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5104P001] ANALISI MULTIVARIATA DEI DATI,
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P062] LABORATORIO Metodi e tecniche di intervento per la promozione del benessere,
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI","[F5102P061] LABORATORIO Buone pratiche di integrazione dei/con i cittadini migranti: una analisi presso le istituzioni scolastiche, sanitarie e socio assistenziali a Milano",
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P011] LABORATORIO DI METODOLOGIA,
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,30
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P004] COGNIZIONE SOCIALE,30
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P073] PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO,28.83783783783784
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,28.5
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P062] ECOLOGIA DELLO SVILUPPO,28.346938775510203
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P005] PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO,28.279411764705884
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P065] PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI,28.066666666666666
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P076] PEDAGOGIA GENERALE E ORGANIZZAZIONE SCOLASTICA,27.897058823529413
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P012] PEDAGOGIA INTERCULTURALE E DELLA COOPERAZIONE,27.805555555555557
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5104P006] COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO,27.8
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P009] PSICODINAMICA E ASSESSMENT DELLA GENITORIALITA',27.6
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5104P009] FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO,27.583333333333332
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,27.5
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5101P139] PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO,27.5
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P006] PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA,26.87878787878788
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P003] PSICOLOGIA DELLO SVILUPPO COGNITIVO,26.605263157894736
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P072] TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO,26.11111111111111
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P066] NEUROPSICOLOGIA DELLO SVILUPPO,24.907692307692308
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P002] METODI DI RICERCA E VALUTAZIONE IN PSICOLOGIA DELLO SVILUPPO,24.53488372093023
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P078] PSICHIATRIA E NEUROPSICHIATRIA INFANTILE,24.363636363636363
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5104P002] NEUROPSICOLOGIA DELL'ADULTO E DELL'ANZIANO,
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P077] LABORATORIO DI MEDIAZIONE FAMILIARE,
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P074] LABORATORIO: LA VALUTAZIONE DIAGNOSTICA IN ETA' EVOLUTIVA,
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P063] LABORATORIO DI STRUMENTI DI VALUTAZIONE DELLE COMPETENZE E DEI DISTURBI COGNITIVI,
